DATAFLOW,MEASURE: Data Item,REGIONTYPE: Region Type,REGION: Region,FREQUENCY: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,UNIT_MULT: Unit of Multiplier,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_8: Estimated resident population:Females aged 30-34 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,245389.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_8: Estimated resident population:Females aged 30-34 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,246618.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_8: Estimated resident population:Females aged 30-34 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,244155.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_8: Estimated resident population:Females aged 30-34 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,244395.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_8: Estimated resident population:Females aged 30-34 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,252330.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_8: Estimated resident population:Females aged 30-34 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,257351.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_18: Estimated resident population:Persons aged 80-84 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,114376.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_18: Estimated resident population:Persons aged 80-84 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,118789.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_18: Estimated resident population:Persons aged 80-84 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,122142.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_18: Estimated resident population:Persons aged 80-84 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,124817.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_18: Estimated resident population:Persons aged 80-84 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,127735.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_18: Estimated resident population:Persons aged 80-84 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,133800.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_26: Estimated resident population:Persons aged 25-29 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,8.1,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_26: Estimated resident population:Persons aged 25-29 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,7.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_26: Estimated resident population:Persons aged 25-29 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,7.5,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_26: Estimated resident population:Persons aged 25-29 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,7.5,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_26: Estimated resident population:Persons aged 25-29 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,7.8,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_26: Estimated resident population:Persons aged 25-29 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,8.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_YR12C3P1: Aboriginal and Torres Strait Islander Peoples:20-24 year olds that attained Year 12 or equivalent or Certificate III or above (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,3615.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_YR12C3P1: Aboriginal and Torres Strait Islander Peoples:20-24 year olds that attained Year 12 or equivalent or Certificate III or above (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,6195.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_YR12C3P1: Aboriginal and Torres Strait Islander Peoples:20-24 year olds that attained Year 12 or equivalent or Certificate III or above (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,8980.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_1564: Aboriginal and Torres Strait Islander Peoples:Total Census responding population aged 15-64 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,45005.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_1564: Aboriginal and Torres Strait Islander Peoples:Total Census responding population aged 15-64 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,60657.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_1564: Aboriginal and Torres Strait Islander Peoples:Total Census responding population aged 15-64 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,82381.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_EMP1: Aboriginal and Torres Strait Islander Peoples:Employed (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,23605.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_EMP1: Aboriginal and Torres Strait Islander Peoples:Employed (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,33746.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_EMP1: Aboriginal and Torres Strait Islander Peoples:Employed (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,48144.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_TTYPE2: Aboriginal and Torres Strait Islander Peoples:Tenure type:Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,39.4,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_TTYPE2: Aboriginal and Torres Strait Islander Peoples:Tenure type:Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,41.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_TTYPE2: Aboriginal and Torres Strait Islander Peoples:Tenure type:Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,42.3,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_11: Estimated resident population:Males aged 45-49 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,199679.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_11: Estimated resident population:Males aged 45-49 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,200946.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_11: Estimated resident population:Males aged 45-49 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,197824.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_11: Estimated resident population:Males aged 45-49 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,193962.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_11: Estimated resident population:Males aged 45-49 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,193056.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_11: Estimated resident population:Males aged 45-49 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,194633.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_18: Estimated resident population:Males aged 80-84 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,50671.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_18: Estimated resident population:Males aged 80-84 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,53115.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_18: Estimated resident population:Males aged 80-84 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,55023.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_18: Estimated resident population:Males aged 80-84 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,56424.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_18: Estimated resident population:Males aged 80-84 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,58006.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_18: Estimated resident population:Males aged 80-84 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,61105.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_29: Estimated resident population:Females aged 40-44 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,6.6,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_29: Estimated resident population:Females aged 40-44 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,6.6,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_29: Estimated resident population:Females aged 40-44 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,6.8,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_29: Estimated resident population:Females aged 40-44 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,6.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_29: Estimated resident population:Females aged 40-44 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,7.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_29: Estimated resident population:Females aged 40-44 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,7.1,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_36: Estimated resident population:Females aged 75-79 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,2.8,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_36: Estimated resident population:Females aged 75-79 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,2.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_36: Estimated resident population:Females aged 75-79 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,3.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_36: Estimated resident population:Females aged 75-79 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,3.2,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_36: Estimated resident population:Females aged 75-79 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,3.3,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_36: Estimated resident population:Females aged 75-79 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,3.4,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_F014: Estimated resident Aboriginal and Torres Strait Islander population:Females aged 0-14 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,15814.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_F014: Estimated resident Aboriginal and Torres Strait Islander population:Females aged 0-14 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,20235.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_F014: Estimated resident Aboriginal and Torres Strait Islander population:Females aged 0-14 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,26438.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_DISAB1: Aboriginal and Torres Strait Islander Peoples:Disability status: Profound/severe core activity limitation (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,12277.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),BD_2: Registered births (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2018,83830.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),BD_2: Registered births (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,76939.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),BD_2: Registered births (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,73972.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),BD_2: Registered births (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,78630.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),BD_2: Registered births (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,74698.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),BD_2: Registered births (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,69881.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_5: Estimated resident population:Males aged 15-19 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,183257.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_5: Estimated resident population:Males aged 15-19 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,181299.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_5: Estimated resident population:Males aged 15-19 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,178945.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_5: Estimated resident population:Males aged 15-19 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,186015.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_5: Estimated resident population:Males aged 15-19 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,195857.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_5: Estimated resident population:Males aged 15-19 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,200111.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_25: Estimated resident population:Males aged 20-24 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,7.5,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_25: Estimated resident population:Males aged 20-24 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,7.3,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_25: Estimated resident population:Males aged 20-24 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,7.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_25: Estimated resident population:Males aged 20-24 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,7.1,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_25: Estimated resident population:Males aged 20-24 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,7.5,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_25: Estimated resident population:Males aged 20-24 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,7.6,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_23: Estimated resident population:Females aged 10-14 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,5.8,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_23: Estimated resident population:Females aged 10-14 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,5.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_23: Estimated resident population:Females aged 10-14 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,6.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_23: Estimated resident population:Females aged 10-14 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,6.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_23: Estimated resident population:Females aged 10-14 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,5.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_23: Estimated resident population:Females aged 10-14 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,5.8,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_LFSP3: Aboriginal and Torres Strait Islander Peoples:Total applicable population aged 25-64 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,30079.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_LFSP3: Aboriginal and Torres Strait Islander Peoples:Total applicable population aged 25-64 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,41058.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_LFSP3: Aboriginal and Torres Strait Islander Peoples:Total applicable population aged 25-64 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,56548.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_M2534: Estimated resident Aboriginal and Torres Strait Islander population:Males aged 25-34 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,6213.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_M2534: Estimated resident Aboriginal and Torres Strait Islander population:Males aged 25-34 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,8798.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_M2534: Estimated resident Aboriginal and Torres Strait Islander population:Males aged 25-34 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,12558.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_P55OVER: Estimated resident Aboriginal and Torres Strait Islander population aged 55 years and (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,8813.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_P55OVER: Estimated resident Aboriginal and Torres Strait Islander population aged 55 years and (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,13497.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_P55OVER: Estimated resident Aboriginal and Torres Strait Islander population aged 55 years and (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,20030.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_LTHC6: Aboriginal and Torres Strait Islander Peoples:One or more current long-term health conditions (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,71.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),PENSION_4: Government pensions and allowances:Persons:Service pension:Department of Veterans' Affairs (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,12326.0,NUM: Number,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),PENSION_4: Government pensions and allowances:Persons:Service pension:Department of Veterans' Affairs (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,11710.0,NUM: Number,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),PENSION_4: Government pensions and allowances:Persons:Service pension:Department of Veterans' Affairs (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2025,11034.0,NUM: Number,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_4: Estimated resident population:Males aged 10-14 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,187017.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_4: Estimated resident population:Males aged 10-14 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,191880.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_4: Estimated resident population:Males aged 10-14 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,194604.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_4: Estimated resident population:Males aged 10-14 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,196526.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_4: Estimated resident population:Males aged 10-14 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,198789.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_4: Estimated resident population:Males aged 10-14 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,200434.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_26: Estimated resident population:Males aged 25-29 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,8.2,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_26: Estimated resident population:Males aged 25-29 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,8.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_26: Estimated resident population:Males aged 25-29 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,7.7,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_26: Estimated resident population:Males aged 25-29 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,7.7,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_26: Estimated resident population:Males aged 25-29 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,8.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_26: Estimated resident population:Males aged 25-29 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,8.2,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_22: Estimated resident population:Females aged 5-9 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,6.1,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_22: Estimated resident population:Females aged 5-9 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,6.1,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_22: Estimated resident population:Females aged 5-9 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,6.1,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_22: Estimated resident population:Females aged 5-9 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,6.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_22: Estimated resident population:Females aged 5-9 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,5.8,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_22: Estimated resident population:Females aged 5-9 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,5.7,PCT: Percent,,,
