DATAFLOW,MEASURE: Data Item,REGIONTYPE: Region Type,REGION: Region,FREQUENCY: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,UNIT_MULT: Unit of Multiplier,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_21: Population density (persons/km2),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,1145.2,PSNS_PER_SQKM: Persons per Square Kilometre,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_21: Population density (persons/km2),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,1166.9,PSNS_PER_SQKM: Persons per Square Kilometre,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_20: Estimated resident population:Males (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,3024887.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_20: Estimated resident population:Males (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,3048270.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_20: Estimated resident population:Males (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,3035709.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_20: Estimated resident population:Males (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,3062352.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_20: Estimated resident population:Males (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,3142925.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_20: Estimated resident population:Males (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,3203458.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_36: Estimated resident population:Males aged 75-79 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,2.5,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_36: Estimated resident population:Males aged 75-79 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,2.6,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_36: Estimated resident population:Males aged 75-79 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,2.7,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_36: Estimated resident population:Males aged 75-79 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,2.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_36: Estimated resident population:Males aged 75-79 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,3.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_36: Estimated resident population:Males aged 75-79 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,3.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_32: Estimated resident population:Females aged 55-59 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,5.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_32: Estimated resident population:Females aged 55-59 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,5.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_32: Estimated resident population:Females aged 55-59 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,5.8,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_32: Estimated resident population:Females aged 55-59 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,5.7,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_32: Estimated resident population:Females aged 55-59 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,5.5,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_32: Estimated resident population:Females aged 55-59 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,5.4,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_35: Estimated resident population:Persons aged 70-74 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,3.8,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_35: Estimated resident population:Persons aged 70-74 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,3.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_35: Estimated resident population:Persons aged 70-74 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,4.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_35: Estimated resident population:Persons aged 70-74 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,3.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_35: Estimated resident population:Persons aged 70-74 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,3.8,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_35: Estimated resident population:Persons aged 70-74 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,3.8,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_36: Estimated resident population:Persons aged 75-79 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,2.6,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_36: Estimated resident population:Persons aged 75-79 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,2.7,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_36: Estimated resident population:Persons aged 75-79 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,2.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_36: Estimated resident population:Persons aged 75-79 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,3.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_36: Estimated resident population:Persons aged 75-79 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,3.1,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_36: Estimated resident population:Persons aged 75-79 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,3.2,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_HOSD10: Aboriginal and Torres Strait Islander Peoples:Living in a dwelling requiring four or more additional bedrooms (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,0.3,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_HOSD10: Aboriginal and Torres Strait Islander Peoples:Living in a dwelling requiring four or more additional bedrooms (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,0.2,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_HOSD10: Aboriginal and Torres Strait Islander Peoples:Living in a dwelling requiring four or more additional bedrooms (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,0.2,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_F2534: Estimated resident Aboriginal and Torres Strait Islander population:Females aged 25-34 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,6456.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_F2534: Estimated resident Aboriginal and Torres Strait Islander population:Females aged 25-34 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,9124.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_F2534: Estimated resident Aboriginal and Torres Strait Islander population:Females aged 25-34 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,12438.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_F3544: Estimated resident Aboriginal and Torres Strait Islander population:Females aged 35-44 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,6024.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_F3544: Estimated resident Aboriginal and Torres Strait Islander population:Females aged 35-44 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,6981.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_F3544: Estimated resident Aboriginal and Torres Strait Islander population:Females aged 35-44 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,8897.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_SMK1: Aboriginal and Torres Strait Islander Peoples:Ex-smoker/never smoked (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2015,40207.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_SMK1: Aboriginal and Torres Strait Islander Peoples:Ex-smoker/never smoked (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,60467.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_21: Estimated resident population:Females aged 0-4 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,6.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_21: Estimated resident population:Females aged 0-4 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,5.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_21: Estimated resident population:Females aged 0-4 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,5.8,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_21: Estimated resident population:Females aged 0-4 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,5.8,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_21: Estimated resident population:Females aged 0-4 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,5.6,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_21: Estimated resident population:Females aged 0-4 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,5.4,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_21: Estimated resident population:Persons aged 0-4 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,6.2,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_21: Estimated resident population:Persons aged 0-4 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,6.1,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_21: Estimated resident population:Persons aged 0-4 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,6.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_21: Estimated resident population:Persons aged 0-4 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,6.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_21: Estimated resident population:Persons aged 0-4 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,5.8,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_21: Estimated resident population:Persons aged 0-4 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,5.6,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_38: Estimated resident population:Persons aged 85 and over (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,2.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_38: Estimated resident population:Persons aged 85 and over (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,2.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_38: Estimated resident population:Persons aged 85 and over (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,2.1,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_38: Estimated resident population:Persons aged 85 and over (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,2.1,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_38: Estimated resident population:Persons aged 85 and over (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,2.1,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_38: Estimated resident population:Persons aged 85 and over (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,2.1,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_TTYPE4: Aboriginal and Torres Strait Islander Peoples:Tenure type:Renter (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,56.5,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_TTYPE4: Aboriginal and Torres Strait Islander Peoples:Tenure type:Renter (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,54.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_TTYPE4: Aboriginal and Torres Strait Islander Peoples:Tenure type:Renter (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,55.3,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_UNEMP1: Aboriginal and Torres Strait Islander Peoples:Unemployed (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,3813.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_UNEMP1: Aboriginal and Torres Strait Islander Peoples:Unemployed (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,5043.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_UNEMP1: Aboriginal and Torres Strait Islander Peoples:Unemployed (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,4698.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_UPCC7: Aboriginal and Torres Strait Islander Peoples:Did not provide unpaid child care (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,30399.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_UPCC7: Aboriginal and Torres Strait Islander Peoples:Did not provide unpaid child care (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,42373.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_UPCC7: Aboriginal and Torres Strait Islander Peoples:Did not provide unpaid child care (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,62061.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_WA1: Estimated resident Aboriginal and Torres Strait Islander population:Working age (15-64 years) (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,58327.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_WA1: Estimated resident Aboriginal and Torres Strait Islander population:Working age (15-64 years) (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,77367.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_WA1: Estimated resident Aboriginal and Torres Strait Islander population:Working age (15-64 years) (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,101238.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_F55OVER: Estimated resident Aboriginal and Torres Strait Islander population:Females aged 55 years and over (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,4775.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_F55OVER: Estimated resident Aboriginal and Torres Strait Islander population:Females aged 55 years and over (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,7250.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_F55OVER: Estimated resident Aboriginal and Torres Strait Islander population:Females aged 55 years and over (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,10853.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_LTHC5: Aboriginal and Torres Strait Islander Peoples:One or more current long-term health conditions (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,90817.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_6: Estimated resident population:Males aged 20-24 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,227567.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_6: Estimated resident population:Males aged 20-24 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,222376.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_6: Estimated resident population:Males aged 20-24 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,211582.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_6: Estimated resident population:Males aged 20-24 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,217310.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_6: Estimated resident population:Males aged 20-24 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,235022.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_6: Estimated resident population:Males aged 20-24 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,243975.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_10: Estimated resident population:Females aged 40-44 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,200818.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_10: Estimated resident population:Females aged 40-44 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,204129.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_10: Estimated resident population:Females aged 40-44 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,208525.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_10: Estimated resident population:Females aged 40-44 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,213762.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_10: Estimated resident population:Females aged 40-44 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,222003.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_10: Estimated resident population:Females aged 40-44 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,229308.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_31: Estimated resident population:Females aged 50-54 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,5.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_31: Estimated resident population:Females aged 50-54 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,6.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_31: Estimated resident population:Females aged 50-54 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,6.1,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_31: Estimated resident population:Females aged 50-54 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,6.2,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_31: Estimated resident population:Females aged 50-54 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,6.2,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_31: Estimated resident population:Females aged 50-54 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,6.2,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_10: Estimated resident population:Persons aged 40-44 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,400479.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_10: Estimated resident population:Persons aged 40-44 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,406395.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_10: Estimated resident population:Persons aged 40-44 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,414484.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_10: Estimated resident population:Persons aged 40-44 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,424855.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_10: Estimated resident population:Persons aged 40-44 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,442456.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_10: Estimated resident population:Persons aged 40-44 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,458061.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_31: Estimated resident population:Persons aged 50-54 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,5.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_31: Estimated resident population:Persons aged 50-54 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,5.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_31: Estimated resident population:Persons aged 50-54 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,6.1,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_31: Estimated resident population:Persons aged 50-54 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,6.2,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_31: Estimated resident population:Persons aged 50-54 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,6.1,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_31: Estimated resident population:Persons aged 50-54 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,6.1,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_HEAP2: Aboriginal and Torres Strait Islander Peoples:25-34 year olds that completed Certificate III or above (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,43.1,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_HEAP2: Aboriginal and Torres Strait Islander Peoples:25-34 year olds that completed Certificate III or above (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,53.1,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_HEAP2: Aboriginal and Torres Strait Islander Peoples:25-34 year olds that completed Certificate III or above (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,58.3,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_DISAB3: Aboriginal and Torres Strait Islander Peoples:Disability status: Schooling/employment restriction only (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,8279.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),PENSION_3: Government pensions and allowances:Age pension:Department of Veterans' Affairs (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,344.0,NUM: Number,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),PENSION_3: Government pensions and allowances:Age pension:Department of Veterans' Affairs (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,344.0,NUM: Number,,,
