dataflow,measure,region_type,region,frequency,year,obs_value,unit_measure,unit_mult,obs_status,obs_comment,state_name_full,state
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_29: Estimated resident population:Males aged 40-44 years (%),STE: States and Territories,2: Victoria,A: Annual,2022,6.7,PCT: Percent,,,,Victoria,VIC
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_29: Estimated resident population:Males aged 40-44 years (%),STE: States and Territories,2: Victoria,A: Annual,2023,6.8,PCT: Percent,,,,Victoria,VIC
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_14: Estimated resident population:Persons aged 60-64 years (no.),STE: States and Territories,1: New South Wales,A: Annual,2019,447489.0,PSNS: Persons,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_14: Estimated resident population:Persons aged 60-64 years (no.),STE: States and Territories,1: New South Wales,A: Annual,2020,460119.0,PSNS: Persons,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_14: Estimated resident population:Persons aged 60-64 years (no.),STE: States and Territories,1: New South Wales,A: Annual,2021,467296.0,PSNS: Persons,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_14: Estimated resident population:Persons aged 60-64 years (no.),STE: States and Territories,1: New South Wales,A: Annual,2022,473666.0,PSNS: Persons,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_14: Estimated resident population:Persons aged 60-64 years (no.),STE: States and Territories,1: New South Wales,A: Annual,2023,479679.0,PSNS: Persons,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_17: Estimated resident population:Females aged 75-79 years (no.),STE: States and Territories,6: Tasmania,A: Annual,2019,10165.0,PSNS: Persons,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_17: Estimated resident population:Females aged 75-79 years (no.),STE: States and Territories,6: Tasmania,A: Annual,2020,10735.0,PSNS: Persons,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_17: Estimated resident population:Females aged 75-79 years (no.),STE: States and Territories,6: Tasmania,A: Annual,2021,11291.0,PSNS: Persons,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_17: Estimated resident population:Females aged 75-79 years (no.),STE: States and Territories,6: Tasmania,A: Annual,2022,12275.0,PSNS: Persons,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_17: Estimated resident population:Females aged 75-79 years (no.),STE: States and Territories,6: Tasmania,A: Annual,2023,13115.0,PSNS: Persons,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_5: Estimated resident population:Persons aged 15-19 years (no.),STE: States and Territories,5: Western Australia,A: Annual,2019,155494.0,PSNS: Persons,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_5: Estimated resident population:Persons aged 15-19 years (no.),STE: States and Territories,5: Western Australia,A: Annual,2020,156751.0,PSNS: Persons,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_5: Estimated resident population:Persons aged 15-19 years (no.),STE: States and Territories,5: Western Australia,A: Annual,2021,158798.0,PSNS: Persons,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_5: Estimated resident population:Persons aged 15-19 years (no.),STE: States and Territories,5: Western Australia,A: Annual,2022,165222.0,PSNS: Persons,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_5: Estimated resident population:Persons aged 15-19 years (no.),STE: States and Territories,5: Western Australia,A: Annual,2023,174539.0,PSNS: Persons,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_17: Estimated resident population:Persons aged 75-79 years (no.),STE: States and Territories,3: Queensland,A: Annual,2019,145922.0,PSNS: Persons,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_17: Estimated resident population:Persons aged 75-79 years (no.),STE: States and Territories,3: Queensland,A: Annual,2020,155702.0,PSNS: Persons,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_17: Estimated resident population:Persons aged 75-79 years (no.),STE: States and Territories,3: Queensland,A: Annual,2021,165688.0,PSNS: Persons,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_17: Estimated resident population:Persons aged 75-79 years (no.),STE: States and Territories,3: Queensland,A: Annual,2022,180830.0,PSNS: Persons,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_17: Estimated resident population:Persons aged 75-79 years (no.),STE: States and Territories,3: Queensland,A: Annual,2023,193773.0,PSNS: Persons,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_11: Estimated resident population:Persons aged 45-49 years (no.),STE: States and Territories,1: New South Wales,A: Annual,2021,517361.0,PSNS: Persons,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_11: Estimated resident population:Persons aged 45-49 years (no.),STE: States and Territories,1: New South Wales,A: Annual,2022,506422.0,PSNS: Persons,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_11: Estimated resident population:Persons aged 45-49 years (no.),STE: States and Territories,1: New South Wales,A: Annual,2023,502044.0,PSNS: Persons,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_21: Estimated resident population:Males aged 0-4 years (%),STE: States and Territories,8: Australian Capital Territory,A: Annual,2019,6.7,PCT: Percent,,,,Australian Capital Territory,ACT
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_21: Estimated resident population:Males aged 0-4 years (%),STE: States and Territories,8: Australian Capital Territory,A: Annual,2020,6.5,PCT: Percent,,,,Australian Capital Territory,ACT
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_21: Estimated resident population:Males aged 0-4 years (%),STE: States and Territories,8: Australian Capital Territory,A: Annual,2021,6.2,PCT: Percent,,,,Australian Capital Territory,ACT
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_21: Estimated resident population:Males aged 0-4 years (%),STE: States and Territories,8: Australian Capital Territory,A: Annual,2022,6.0,PCT: Percent,,,,Australian Capital Territory,ACT
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_21: Estimated resident population:Males aged 0-4 years (%),STE: States and Territories,8: Australian Capital Territory,A: Annual,2023,5.9,PCT: Percent,,,,Australian Capital Territory,ACT
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_11: Estimated resident population:Persons aged 45-49 years (no.),STE: States and Territories,1: New South Wales,A: Annual,2019,527170.0,PSNS: Persons,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_11: Estimated resident population:Persons aged 45-49 years (no.),STE: States and Territories,1: New South Wales,A: Annual,2020,527499.0,PSNS: Persons,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_26: Estimated resident population:Males aged 25-29 years (%),STE: States and Territories,5: Western Australia,A: Annual,2019,7.1,PCT: Percent,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_26: Estimated resident population:Males aged 25-29 years (%),STE: States and Territories,5: Western Australia,A: Annual,2020,7.0,PCT: Percent,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_26: Estimated resident population:Males aged 25-29 years (%),STE: States and Territories,5: Western Australia,A: Annual,2021,6.8,PCT: Percent,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_26: Estimated resident population:Males aged 25-29 years (%),STE: States and Territories,5: Western Australia,A: Annual,2022,6.8,PCT: Percent,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_26: Estimated resident population:Males aged 25-29 years (%),STE: States and Territories,5: Western Australia,A: Annual,2023,7.1,PCT: Percent,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),LAND: Land area (ha),STE: States and Territories,7: Northern Territory,A: Annual,2021,134813449.3,HA: Hectares,,,,Northern Territory,NT
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_20: Estimated resident population:Males (no.),STE: States and Territories,3: Queensland,A: Annual,2019,2521333.0,PSNS: Persons,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_20: Estimated resident population:Males (no.),STE: States and Territories,3: Queensland,A: Annual,2020,2558538.0,PSNS: Persons,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_20: Estimated resident population:Males (no.),STE: States and Territories,3: Queensland,A: Annual,2021,2585543.0,PSNS: Persons,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_20: Estimated resident population:Males (no.),STE: States and Territories,3: Queensland,A: Annual,2022,2635789.0,PSNS: Persons,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_20: Estimated resident population:Males (no.),STE: States and Territories,3: Queensland,A: Annual,2023,2704203.0,PSNS: Persons,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_21: Estimated resident population:Persons aged 0-4 years (%),STE: States and Territories,4: South Australia,A: Annual,2022,5.4,PCT: Percent,,,,South Australia,SA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_21: Estimated resident population:Persons aged 0-4 years (%),STE: States and Territories,4: South Australia,A: Annual,2023,5.3,PCT: Percent,,,,South Australia,SA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_29: Estimated resident population:Females aged 40-44 years (%),STE: States and Territories,4: South Australia,A: Annual,2019,5.9,PCT: Percent,,,,South Australia,SA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_29: Estimated resident population:Females aged 40-44 years (%),STE: States and Territories,4: South Australia,A: Annual,2020,5.9,PCT: Percent,,,,South Australia,SA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_29: Estimated resident population:Females aged 40-44 years (%),STE: States and Territories,4: South Australia,A: Annual,2021,6.0,PCT: Percent,,,,South Australia,SA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_29: Estimated resident population:Females aged 40-44 years (%),STE: States and Territories,4: South Australia,A: Annual,2022,6.1,PCT: Percent,,,,South Australia,SA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_29: Estimated resident population:Females aged 40-44 years (%),STE: States and Territories,4: South Australia,A: Annual,2023,6.2,PCT: Percent,,,,South Australia,SA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_21: Estimated resident population:Persons aged 0-4 years (%),STE: States and Territories,4: South Australia,A: Annual,2019,5.6,PCT: Percent,,,,South Australia,SA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_21: Estimated resident population:Persons aged 0-4 years (%),STE: States and Territories,4: South Australia,A: Annual,2020,5.5,PCT: Percent,,,,South Australia,SA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_21: Estimated resident population:Persons aged 0-4 years (%),STE: States and Territories,4: South Australia,A: Annual,2021,5.4,PCT: Percent,,,,South Australia,SA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_36: Estimated resident population:Males aged 75-79 years (%),STE: States and Territories,4: South Australia,A: Annual,2019,3.2,PCT: Percent,,,,South Australia,SA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_36: Estimated resident population:Males aged 75-79 years (%),STE: States and Territories,4: South Australia,A: Annual,2020,3.3,PCT: Percent,,,,South Australia,SA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_36: Estimated resident population:Males aged 75-79 years (%),STE: States and Territories,4: South Australia,A: Annual,2021,3.5,PCT: Percent,,,,South Australia,SA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_36: Estimated resident population:Males aged 75-79 years (%),STE: States and Territories,4: South Australia,A: Annual,2022,3.8,PCT: Percent,,,,South Australia,SA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_36: Estimated resident population:Males aged 75-79 years (%),STE: States and Territories,4: South Australia,A: Annual,2023,3.9,PCT: Percent,,,,South Australia,SA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),STE: States and Territories,1: New South Wales,A: Annual,2019,5.6,PCT: Percent,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),STE: States and Territories,1: New South Wales,A: Annual,2020,5.7,PCT: Percent,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),STE: States and Territories,1: New South Wales,A: Annual,2021,5.8,PCT: Percent,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),STE: States and Territories,1: New South Wales,A: Annual,2022,5.8,PCT: Percent,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),STE: States and Territories,1: New South Wales,A: Annual,2023,5.7,PCT: Percent,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_36: Estimated resident population:Persons aged 75-79 years (%),STE: States and Territories,7: Northern Territory,A: Annual,2019,1.3,PCT: Percent,,,,Northern Territory,NT
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_36: Estimated resident population:Persons aged 75-79 years (%),STE: States and Territories,7: Northern Territory,A: Annual,2020,1.3,PCT: Percent,,,,Northern Territory,NT
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_36: Estimated resident population:Persons aged 75-79 years (%),STE: States and Territories,7: Northern Territory,A: Annual,2021,1.4,PCT: Percent,,,,Northern Territory,NT
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_36: Estimated resident population:Persons aged 75-79 years (%),STE: States and Territories,7: Northern Territory,A: Annual,2022,1.5,PCT: Percent,,,,Northern Territory,NT
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_36: Estimated resident population:Persons aged 75-79 years (%),STE: States and Territories,7: Northern Territory,A: Annual,2023,1.6,PCT: Percent,,,,Northern Territory,NT
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_20: Estimated resident population:Males (no.),STE: States and Territories,8: Australian Capital Territory,A: Annual,2020,219576.0,PSNS: Persons,,,,Australian Capital Territory,ACT
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_20: Estimated resident population:Males (no.),STE: States and Territories,8: Australian Capital Territory,A: Annual,2021,223361.0,PSNS: Persons,,,,Australian Capital Territory,ACT
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_20: Estimated resident population:Males (no.),STE: States and Territories,8: Australian Capital Territory,A: Annual,2022,225599.0,PSNS: Persons,,,,Australian Capital Territory,ACT
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_20: Estimated resident population:Males (no.),STE: States and Territories,8: Australian Capital Territory,A: Annual,2023,230321.0,PSNS: Persons,,,,Australian Capital Territory,ACT
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_20: Estimated resident population:Males (no.),STE: States and Territories,8: Australian Capital Territory,A: Annual,2019,215222.0,PSNS: Persons,,,,Australian Capital Territory,ACT
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_35: Estimated resident population:Females aged 70-74 years (%),STE: States and Territories,6: Tasmania,A: Annual,2019,5.4,PCT: Percent,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_35: Estimated resident population:Females aged 70-74 years (%),STE: States and Territories,6: Tasmania,A: Annual,2020,5.6,PCT: Percent,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_35: Estimated resident population:Females aged 70-74 years (%),STE: States and Territories,6: Tasmania,A: Annual,2021,5.7,PCT: Percent,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_35: Estimated resident population:Females aged 70-74 years (%),STE: States and Territories,6: Tasmania,A: Annual,2022,5.6,PCT: Percent,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_35: Estimated resident population:Females aged 70-74 years (%),STE: States and Territories,6: Tasmania,A: Annual,2023,5.6,PCT: Percent,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_18: Estimated resident population:Females aged 80-84 years (no.),STE: States and Territories,3: Queensland,A: Annual,2019,50978.0,PSNS: Persons,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_18: Estimated resident population:Females aged 80-84 years (no.),STE: States and Territories,3: Queensland,A: Annual,2020,53460.0,PSNS: Persons,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_18: Estimated resident population:Females aged 80-84 years (no.),STE: States and Territories,3: Queensland,A: Annual,2021,55854.0,PSNS: Persons,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_18: Estimated resident population:Females aged 80-84 years (no.),STE: States and Territories,3: Queensland,A: Annual,2022,58865.0,PSNS: Persons,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_18: Estimated resident population:Females aged 80-84 years (no.),STE: States and Territories,3: Queensland,A: Annual,2023,61736.0,PSNS: Persons,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_31: Estimated resident population:Persons aged 50-54 years (%),STE: States and Territories,1: New South Wales,A: Annual,2019,5.9,PCT: Percent,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_31: Estimated resident population:Persons aged 50-54 years (%),STE: States and Territories,1: New South Wales,A: Annual,2020,6.0,PCT: Percent,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_31: Estimated resident population:Persons aged 50-54 years (%),STE: States and Territories,1: New South Wales,A: Annual,2021,6.1,PCT: Percent,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_31: Estimated resident population:Persons aged 50-54 years (%),STE: States and Territories,1: New South Wales,A: Annual,2022,6.2,PCT: Percent,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_31: Estimated resident population:Persons aged 50-54 years (%),STE: States and Territories,1: New South Wales,A: Annual,2023,6.2,PCT: Percent,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_12: Estimated resident population:Females aged 50-54 years (no.),STE: States and Territories,1: New South Wales,A: Annual,2019,243384.0,PSNS: Persons,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_12: Estimated resident population:Females aged 50-54 years (no.),STE: States and Territories,1: New South Wales,A: Annual,2020,246041.0,PSNS: Persons,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_12: Estimated resident population:Females aged 50-54 years (no.),STE: States and Territories,1: New South Wales,A: Annual,2021,252243.0,PSNS: Persons,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_12: Estimated resident population:Females aged 50-54 years (no.),STE: States and Territories,1: New South Wales,A: Annual,2022,258756.0,PSNS: Persons,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_F_12: Estimated resident population:Females aged 50-54 years (no.),STE: States and Territories,1: New South Wales,A: Annual,2023,263132.0,PSNS: Persons,,,,New South Wales,NSW
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_27: Estimated resident population:Males aged 30-34 years (%),STE: States and Territories,6: Tasmania,A: Annual,2019,6.4,PCT: Percent,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_27: Estimated resident population:Males aged 30-34 years (%),STE: States and Territories,6: Tasmania,A: Annual,2020,6.7,PCT: Percent,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_27: Estimated resident population:Males aged 30-34 years (%),STE: States and Territories,6: Tasmania,A: Annual,2021,7.0,PCT: Percent,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_27: Estimated resident population:Males aged 30-34 years (%),STE: States and Territories,6: Tasmania,A: Annual,2022,7.1,PCT: Percent,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_27: Estimated resident population:Males aged 30-34 years (%),STE: States and Territories,6: Tasmania,A: Annual,2023,7.3,PCT: Percent,,,,Tasmania,TAS
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),STE: States and Territories,3: Queensland,A: Annual,2019,5.5,PCT: Percent,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),STE: States and Territories,3: Queensland,A: Annual,2020,5.6,PCT: Percent,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),STE: States and Territories,3: Queensland,A: Annual,2021,5.7,PCT: Percent,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),STE: States and Territories,3: Queensland,A: Annual,2022,5.8,PCT: Percent,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),STE: States and Territories,3: Queensland,A: Annual,2023,5.8,PCT: Percent,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_32: Estimated resident population:Persons aged 55-59 years (%),STE: States and Territories,2: Victoria,A: Annual,2019,5.9,PCT: Percent,,,,Victoria,VIC
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_32: Estimated resident population:Persons aged 55-59 years (%),STE: States and Territories,2: Victoria,A: Annual,2020,5.9,PCT: Percent,,,,Victoria,VIC
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_32: Estimated resident population:Persons aged 55-59 years (%),STE: States and Territories,2: Victoria,A: Annual,2021,5.9,PCT: Percent,,,,Victoria,VIC
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_32: Estimated resident population:Persons aged 55-59 years (%),STE: States and Territories,2: Victoria,A: Annual,2022,5.8,PCT: Percent,,,,Victoria,VIC
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_32: Estimated resident population:Persons aged 55-59 years (%),STE: States and Territories,2: Victoria,A: Annual,2023,5.6,PCT: Percent,,,,Victoria,VIC
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_9: Estimated resident population:Males aged 35-39 years (no.),STE: States and Territories,3: Queensland,A: Annual,2019,169586.0,PSNS: Persons,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_9: Estimated resident population:Males aged 35-39 years (no.),STE: States and Territories,3: Queensland,A: Annual,2020,174547.0,PSNS: Persons,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_9: Estimated resident population:Males aged 35-39 years (no.),STE: States and Territories,3: Queensland,A: Annual,2021,178566.0,PSNS: Persons,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_9: Estimated resident population:Males aged 35-39 years (no.),STE: States and Territories,3: Queensland,A: Annual,2022,181905.0,PSNS: Persons,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_M_9: Estimated resident population:Males aged 35-39 years (no.),STE: States and Territories,3: Queensland,A: Annual,2023,185753.0,PSNS: Persons,,,,Queensland,QLD
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_14: Estimated resident population:Persons aged 60-64 years (no.),STE: States and Territories,5: Western Australia,A: Annual,2019,144322.0,PSNS: Persons,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_14: Estimated resident population:Persons aged 60-64 years (no.),STE: States and Territories,5: Western Australia,A: Annual,2020,150285.0,PSNS: Persons,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_14: Estimated resident population:Persons aged 60-64 years (no.),STE: States and Territories,5: Western Australia,A: Annual,2021,153995.0,PSNS: Persons,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_14: Estimated resident population:Persons aged 60-64 years (no.),STE: States and Territories,5: Western Australia,A: Annual,2022,157340.0,PSNS: Persons,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_14: Estimated resident population:Persons aged 60-64 years (no.),STE: States and Territories,5: Western Australia,A: Annual,2023,161155.0,PSNS: Persons,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),STE: States and Territories,8: Australian Capital Territory,A: Annual,2019,4.6,PCT: Percent,,,,Australian Capital Territory,ACT
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),STE: States and Territories,8: Australian Capital Territory,A: Annual,2020,4.7,PCT: Percent,,,,Australian Capital Territory,ACT
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),STE: States and Territories,8: Australian Capital Territory,A: Annual,2021,4.7,PCT: Percent,,,,Australian Capital Territory,ACT
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),STE: States and Territories,8: Australian Capital Territory,A: Annual,2022,4.7,PCT: Percent,,,,Australian Capital Territory,ACT
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),STE: States and Territories,8: Australian Capital Territory,A: Annual,2023,4.6,PCT: Percent,,,,Australian Capital Territory,ACT
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_29: Estimated resident population:Persons aged 40-44 years (%),STE: States and Territories,5: Western Australia,A: Annual,2019,6.5,PCT: Percent,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_29: Estimated resident population:Persons aged 40-44 years (%),STE: States and Territories,5: Western Australia,A: Annual,2020,6.5,PCT: Percent,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_29: Estimated resident population:Persons aged 40-44 years (%),STE: States and Territories,5: Western Australia,A: Annual,2021,6.7,PCT: Percent,,,,Western Australia,WA
ABS:ABS_REGIONAL_ASGS2021(1.4.0),ERP_P_29: Estimated resident population:Persons aged 40-44 years (%),STE: States and Territories,5: Western Australia,A: Annual,2022,6.8,PCT: Percent,,,,Western Australia,WA
